priority,id,title,body,true_label,model_pred,model_proba,heuristic_bucket,relation_type,contradiction_subtype,notes
HIGH (unexplained FP),tr12140,Ini 24 Pemenang Lomba Jurnalistik Pertamina Wilayah Sumatra Bagian Barat,Pertamina mengumumkan daftar Anugerah Jurnalistik Pertamina AJP 2020 untuk wilayah Jawa Bagian Barat JBB Usai melalui proses seleksi ketat ditetapkan sebanyak 24 karya jurnalistik menjadi juara dalam 8 kategori lomba Executive General Manager Pertamina Regional JBB Werry Prayogi mengatakan sejak ajang AJP JBB 2020 diumumkan para jurnalis dari berbagai media mengirimkan karya terbaik mereka Proses seleksi karya disambut antusiasme yang luar biasa oleh insan pers di wilayah kerja Jawa Barat dan Banten AJP JBB 2020 kali ini mengusung tema Ketulusan Untuk melayani Melalui ajang ini PT Pertamina Persero melalui Regional Jawa Bagian Barat memberikan apresiasi terhadap insan pers khususnya di wilayah Jawa Barat dan Banten yang telah berkontribusi terhadap pemberitaan mengenai pelayanan Pertamina untuk masyarakat Terkumpul 318 karya jurnalistik dalam AJP 2020 khusus untuk wilayah Jawa Bagian Barat Semuanya berasal dari media cetak online radio maupun televisi Werry memberikan apresiasinya kepada insan pers yang sudah mengirimkan karya terbaiknya dalam mengikuti AJP 2020 untuk wilayah Jawa Bagian Barat Pencapaian Pertamina hingga saat ini tidak terlepas dari peran dari insan pers yang selalu mendukung dan mengkomunikasikan pelayanan dan kebijakan perusahaan dengan baik kepada masyarakat AJP 2020 ini menjadi bentuk apresiasi Pertamina kepada stakeholders perusahaan yaitu insan pers Selamat kepada para juara kata Werry dalam keterangan tertulis Sabtu 12 12 2020 Ia menyebut akhirnya ditetapkan sebanyak 24 karya jurnalistik menjadi juaranya Para juara berhak menerima hadiah berupa uang tunai Rp 7 juta untuk Juara 1 Rp 5 juta untuk juara 2 dan Rp 3 juta untuk Juara 3 Adapun total hadiah pemenang AJP JBB 2020 mencapai Rp 120 juta Dalam AJP 2020 ini Pertamina melibatkan dewan juri dari berbagai kalangan dan tentunya memiliki kemampuan mumpuni di bidangnya Mereka adalah Mamit Setiawan dari Direktur Eksekutif Energy Watch Endah Saptorini selaku Praktisi Media dan Beawiharta sebagai Visual Storyteller Selamat untuk para pemenang Semoga kita bisa berjaya dalam AJP di tingkat nasional ungkap Mamit Setiawan Sementara itu sebagai Praktisi Media Endah Saptorini memandang apa yang dilakukan Pertamina melalui AJP 2020 ini merupakan satu kesempatan bagi insan pers untuk membuktikan pengalamannya selama ini Sebagai veteran jurnalis saya harap para jurnalis bisa memanfaatkan lomba karya jurnalistik yang diselenggarakan Pertamina ini untuk memberikan karya terbaiknya tambah Endah Pesan lain juga disampaikan oleh Beawiharta Dia memberikan sedikit tips bagi para insan pers yang ingin mengikuti kompetisi karya jurnalistik seperti yang diselenggarakan Pertamina setiap tahun ini Pertama hal yang wajib diperhatikan adalah detail Detail tentang tulisan tanda baca hingga warna gambar yang akan disajikan Kedua kelancaran dalam menulis dan menggambarkan objek menjadi kunci pesan diterima oleh pembaca Lalu yang ketiga jurnalis harus lebih imajinatif Selamat belajar Ingat kita tidak hanya bekerja tetapi kita juga harus mengembangkan diri kita untuk bisa menjadi pribadi yang lebih baik pungkasnya Berikut Daftar Juara AJP 2020 untuk wilayah Jawa Bagian Barat 1 Kategori Hardnews Media CetakJUARA 1Nur Via Pahlawanita PERTASHOP PENUHI KEBUTUHAN ENERGI DESA Radar CirebonJUARA 2Lilis Sri Handayani PETROCHEMICAL COMPLEX DAPAT SERAP RIBUAN TENAGA KERJA RepublikaJUARA 3Epih Pahlapi KETERSEDIAAN ENERGI TANPA HENTI DI TENGAH PANDEMI Kabar Cirebon2 Kategori Feature Media CetakJUARA 1 Jejep Falahul Alam WARGA ANTUSIAS SAMBUT PROGRAM OVOO PERTAMINA Kabar CirebonJUARA 2Iing Casdirin SULAP KAMAR SUPER VIP JADI RUANG ISOLASI Rakyat CirebonJUARA 3Gana Buana MENJAGA ENERGI DI TENGAH PANDEMI Media Indonesia3 Kategori Media OnlineJUARA 1Noer Panji Prayitno CERITA KERJA KERAS DI BALIK NYALA KOMPOR GAS Liputan6 comJUARA 2Abdullah Fikri Ashri ARUNGI ARUS PANDEMI DEMI ANTAR ENERGI Kompas idJUARA 3Zulkarnain Finaldi MYPERTAMINA MY WISHFUL Kabarpriangan com4 Kategori Feature RadioJUARA 1Yulianti PEJUANG TANGGUH DARI LEPAS PANTAI RRI CirebonJUARA 2Nico Aquaresta PERTASHOP MEMBANTU PEREKONOMIAN MASYARAKAT DESA DAYEUHWANGI Radio Elshinta BandungJUARA 3Azi Satriya SEMANGAT PELAYANAN PRIMA SANG OPERATOR SPBU DI MASA PANDEMI COVID 19 RRI Cirebon5 Kategori Feature TVJUARA 1 Muhamad Syahri Romdhon MENGALIRKAN ENERGI DI TENGAH PANDEMI Kompas TVJUARA 2Dian Hardiana MENGANTAR BBM KE KONSUMEN LAYANAN PRIMA DARI PERTAMINA LKBN AntaraJUARA 3Fahrani MEMOMPA MIGAS UNTUK RAKYAT TVRI Jawa Barat6 Kategori Foto EssayJUARA 1Raiza Septianto BELI BBM TAK PERLU KE SPBU Radarbekasi idJUARA 2Adeng Bustomi PROGRAM PEMBERDAYAAN PETANI TENUN SUTRA LKBN AntaraJUARA 3Syamsuddin Syaban Nasoetion PROGRAM MENGAJAR DI SEKOLAH BERKEBUTUHAN KHUSUS Inilah com7 Kategori Publikasi CSRJUARA 1Debbie Sutrisno MEMBANGUN KEMANDIRIAN ANAK BERKEBUTUHAN KHUSUS DI TANAH PASUNDAN IDN TimesJUARA 2Tardiarto MELIHAT GELIAT PELESTARIAN TARI TOPENG SANGGAR MIMI RASINAH DI TENGAH COVID 19 Rakyat CirebonJUARA 3Tois Iskandar MANFAAT LIMBAH SERBUK KAYU BUDIDAYA JAMUR TIRAM RAUP UNTUNG PULUHAN JUTA MNC Group8 Kategori Program KemitraanJUARA 1Nur Via Pahlawanita DARI TANAH ABANG HINGGA KELILING KE LUAR NEGERI Radar CirebonJUARA 2Arif Budianto KAMPOENG RAJOET BINONG JATI MERAJUT MIMPI DI LUBANG ARON Sindonews comJUARA 3Kemal Setia Permana FESYEN KHAS IBUN DARI LAMPEGAN Tribun Jabar,0,1,0.579,entity_substitution_missed,,,
HIGH (unexplained FP),tr12273,DKI Pecah Rekor Lagi Ini Sebaran 66 619 Kasus Corona RI 8 Januari,Kasus positif Corona COVID 19 di DKI Jakarta pecah rekor lagi Tercatat 2 959 kasus positif baru yang ditemukan hari ini Data tersebut berasal dari Kementerian Kesehatan Kemenkes dan dipubilkasikan BNPB pada Jumat 8 1 2020 Selain DKI kasus positif baru yang tertinggi hari ini ada di Jawa Barat sebanyak 1 824 kasus dan Jawa Tengah sebanyak 1 071 kasus Pemerintah melaporkan kasus baru positif Corona secara nasional mencapai 10 617 kasus Jumlah kumulatif kasus positif Corona di Indonesia adalah 808 340 hingga hari ini Kemudian angka pasien sembuh Corona hari ini 7 446 kasus sehingga total keseluruhan 666 883 kasus Selanjutnya kasus meninggal dunia akibat Corona bertambah 233 kasus sehingga angka kematian pasien Corona di Indonesia hingga hari ini 23 753 kasus Pemerintah melaporkan sebanyak 66 619 spesimen terkait Corona COVID 19 telah diperiksa hari ini Jumlah spesimen yang diperiksa berasal dari 42 605 orang Jumlah kumulatif spesimen yang diperiksa hingga hari ini adalah 7 779 926 Kemudian jumlah kumulatif orang yang diperiksa 5 193 413 Data mencatat 33 provinsi melaporkan adanya temuan kasus baru positif Corona hari ini Hanya Maluku yang nihil kasus baru positif Corona hari ini Pemerintah hari ini juga memantau 69 121 kasus suspek Corona Virus Corona sudah menyebar di 34 provinsi dan 510 kabupaten kota Berikut sebaran 8 854 kasus positif baru Corona di RI per 8 Januari 2021 1 Aceh 42 kumulatif 8 878 2 Sumatera Utara 92 kumulatif 18 848 3 Sumatera Barat 167 kumulatif 24 322 4 Riau 192 kumulatif 26 032 5 Jambi 72 kumulatif 3 526 6 Sumatera Selatan 102 kumulatif 12 382 7 Bengkulu 32 kumulatif 3 974 8 Lampung 122 kumulatif 6 997 9 Bangka Belitung 75 kumulatif 2 838 10 Kepulauan Riau 26 kumulatif 7 212 11 DKI Jakarta 2 959 kumulatif 200 658 12 Jawa Barat 1 824 kumulatif 94 371 13 Jawa Tengah 1 071 kumulatif 89 637 14 DI Yogyakarta 379 kumulatif 14 346 15 Jawa Timur 1 025 kumulatif 90 615 16 Banten 253 kumulatif 19 966 17 Bali 231 kumulatif 18 874 18 Nusa Tenggara Barat 37 kumulatif 5 998 19 Nusa Tenggara Timur 51 kumulatif 2 450 20 Kalimantan Barat 33 kumulatif 3 727 21 Kalimantan Tengah 114 kumulatif 10 298 22 Kalimantan Selatan 89 kumulatif 15 861 23 Kalimantan Timur 512 kumulatif 29 724 24 Kalimantan Utara 63 kumulatif 4 694 25 Sulawesi Utara 77 kumulatif 10 158 26 Sulawesi Tengah 158 kumulatif 4 373 27 Sulawesi Selatan 588 kumulatif 35 348 28 Sulawesi Tenggara 62 kumulatif 8 245 29 Gorontalo 15 kumulatif 3 949 30 Sulawesi Barat 47 kumulatif 2 100 31 Maluku 0 kumulatif 5 826 32 Maluku Utara 12 kumulatif 2 875 33 Papua 70 kumulatif 13 555 34 Papua Barat 25 kumulatif 6 138 Tonton video Jubir Kemenkes Bicara soal Denda Tolak Vaksin Corona Gambas Video 20detik,0,1,0.877,+no_signal_at_all,,,
HIGH (unexplained FP),tr12296,Sambut Tahun Baru 2021 Ma ruf Amin Harap Kehidupan Sosial Ekonomi Cepat Pulih,Pergantian tahun 2020 ke 2021 tinggal beberapa jam lagi Pemerintah melarang masyarakat untuk merayakan momen tahun baru 2021 dengan berkerumun karena masih pandemi COVID 19 Wakil Presiden RI Ma ruf Amin meminta kepada masyarakat untuk menjadikan pergantian tahun baru sebagai momen instrospeksi diri Menurutnya perayaan baru sebaiknya dilakukan secara sederhana Tafakur untuk berintrospeksi atas kekurangan dan kelemahan diri Bersyukur atas keberhasilan yang diraih dan atas keselamatan diri keluarga dan bangsa dan berdoa untuk memohon petunjuk serta lindungan Allah subhanahu wa ta ala Tuhan Yang Maha Esa agar harapan dan rencana langkah ke depan dapat memberikan hasil manfaat dan maslahat yang lebih baik lagi dari sebelumnya ujar Ma ruf melalui keterangan tertulisnya Kamis 31 12 2020 Wapres Ma ruf mengajak seluruh masyarakat untuk senantiasa bekerja sama menghadapi tahun 2021 Sebab kata dia 2021 merupakan tahun penuh tantangan Mari kita kuatkan niat dan semangat untuk bekerja lebih baik dalam memasuki tahun 2021 yang penuh tantangan dengan keyakinan bahwa segala rintangan akan berhasil kita atasi dengan baik melalui kerja sama sinergi dan kolaborasi yang lebih erat antar semua elemen masyarakat dan bangsa katanya Ma ruf berharap pada 2021 mendatang pandemi COVID 19 dapat segera berakhir Selain itu dia berharap kondisi ekonomi juga dapat segera pulih Semoga dalam tahun 2021 pandemi COVID 19 ini dapat segera kita atasi sehingga kehidupan sosial ekonomi masyarakat segera pulih dan bangsa Indonesia mampu bangkit kembali untuk mewujudkan cita cita meraih kesejahteraan kemandirian keadilan dan kemajuan katanya Ma ruf kemudian mengimbau kepada masyarakat untuk senantiasa menerapkan protokol kesehatan Penerapan itu dilakukan dengan cara 3M mencuci tangan dengan sabun memakai masker dan menjaga jarak Tetap terapkan 3M Mencuci tangan menggunakan masker menjaga jarak serta menghindari kerumunan Dan dukung pelaksanaan program vaksinasi untuk menghentikan penularan Covid 19 imbuh Wapres Ma ruf,0,1,0.834,+no_signal_at_all,,,
HIGH (unexplained FP),tr12340,Wagub DKI Ahmad Riza Ajak Masyarakat Doakan Doni Monardo Sembuh dari COVID 19,Ketua Satuan Tugas Covid 19 Doni Monardo mengatakan pihaknya sudah meminta Gubernur DKI Jakarta Anies Baswedan untuk menerapkan peraturan daerah Perda terkait protokol kesehatan terhadap kerumunan massa di acara pimpinan FPI Rizieq Shihab Kami sudah hubungi Wagub Wakil Gubernur DKI Riza Patria dan tadi siang Gubernur Anies untuk betul betul bisa menerapkan perda sebagaimana yang telah tertuang aturan yang dibuat pemerintah DKI kata dia dalam konferensi pers secara daring Sabtu 14 11 Tak ketinggalan Doni juga mengajak para tokoh untuk bekerja sama dalam penegakan protokol kesehatan di acara tersebut Kami juga berharap semua tokoh tokoh yang ada bisa kerja sama agar kepatuhan porotkol kesehatan ini bukan karena ada sanksi tapi kesadaran kolektif untuk melindungi sendiri dan lainnya urainya Hal ini dikatakannya saat menjawab pertanyaan soal protokol kesehatan di acara Maulid Nabi Muhammad SAW sekaligus pernikahan putri Rizieq Shihab di Petamburan Jakarta malam ini Doni menyebut pihaknya sudah memberi bantuan kepada panitia acara berupa masker kain dan hand sanitizer Bantuan itu bukan hanya untuk menegakkan protokol kesehatan di lingkungan tersebut tapi bagian upaya untuk mengajak seluruh komponen sekitar menggunakan masker untuk dipakai lanjutnya Doni pun mengingatkan bahwa Covid 19 berbahaya terutama bagi kalangan lansia dan juga mereka yang sudah memiliki penyakit sebelumnya Mungkin bagi mereka yang berusia muda sehat apabila terpapar Covid relatif bisa sembuh tidak lama katanya Namun pengalaman kita ketika yang terpapar lansia dan penderita komorbid risikonya fatal Tidak sedikit saudara kita kelompok rentan akhirnya wafat imbuh dia Pihak Pemprov DKI lewat Kepala Satuan Polisi Pamong Praja Satpol PP DKI Jakarta Arifin sudah meminta Rizieq Shihab mematuhi protokol kesehatan saat menggelar pesta pernikahan putrinya Syarifh Najwa Shihab Sabtu 14 11 Sekali lagi saya selalu sampaikan saya imbau kegiatan aktivitas yang dilakukan masyarakat Jakarta harus berpedoman pada protokol Covid Harus begitu kata Arifin saat dihubungi Jumat 13 11 Sebelumnya dalam jumpa pers Sabtu 14 11 Kapolri Idham Azis mengeluarkan imbauan soal kepatuhan protokol kesehatan terkait kerumunan massa meskipun tidak menyinggung sanksi tegas terhadap pelanggar protokol kesehatan Insiden kerumunan massa yang bersifat massal dan tak menerapkan protokol kesehatan sendiri sudah terjadi sejak penyambutan kedatangan Rizieq Shihab dari Arab Saudi dan sejumlah acaranya DKI Jakarta sendiri masih memberlakukan Pembatasan Sosial Berskala Besar PSBB Transisi dengan dasar Perda yang mencantumkan sejumlah aturan terkait kepatuhan pada protokol kesehatan dan sanksinya,0,1,0.488,entity_substitution_missed,,,
HIGH (unexplained FP),tr12366,POPULER GLOBAL Qatar Ambil Langkah Berani Menormalisasi Hubungan dengan Israel | Sayap Ayam Beku Impor dari Brasil Positif Virus Corona,Populer global masih didominasi oleh pengumuman bersejarah antara Israel dan Uni Emirat Arab yang menormalisasi hubungan diplomatik mereka Selengkapnya dapat Anda simak berikut ini Uni Emirat Arab mengatakan pada Kamis 13 8 2020 bahwa bertekad untuk mengambil langkah berani yaitu menormalisasi hubungan dengan Israel sebagai solusi untuk Israel Palestina yang berkonflik sejak lama Sebagian besar negara akan melihat ini sebagai langkah berani untuk mengamankan solusi dua negara Israel Palestina memberikan waktu untuk negosiasi kata Menteri Luar Negeri UEA Anwar Gargash pada konferensi pers seperti yang dilansir dari AFP pada Kamis 13 8 2020 Ditanya kapan kedua negara akan membuka kedutaan dia mengatakan tidak ingin berspekulasi mengenai jangka waktu tapi ini pasti bukan waktu yang lama Sampel sayap ayam beku yang diimpor dari Brasil dinyatakan positif virus corona di kota Shenzhen China Pihak berwenang mengumumkannya pada Kamis 13 8 2020 dan menjadi kasus terbaru dalam serangkaian laporan produk makanan impor yang terkontaminasi Virus corona terdeteksi pada Rabu 12 8 2020 pada sampel permukaan yang diambil dari sekumpulan sayap ayam dalam pemeriksaan makanan beku impor di distrik Longgang Shenzhen,0,1,0.897,entity_substitution_missed,,,
HIGH (unexplained FP),tr12425,2 325 Kasus Baru Covid 19 Indonesia Kembali Catat Rekor Tertinggi,Indonesia kembali mencatat rekor penambahan harian pasien positif virus corona atau kasus baru Covid 19 Berdasarkan data pemerintah yang masuk hingga Jumat 28 8 2020 pukul 12 00 WIB tercatat ada penambahan pasien positif Covid 19 sebanyak 3 003 orang dalam 24 jam terakhir Angka tersebut merupakan penambahan kasus paling tinggi sejak pasien pertama Covid 19 diumumkan Presiden Joko Widodo pada 2 Maret lalu Penambahan 3 003 kasus baru merupakan hasil dari pemeriksaan 33 082 spesimen Dalam periode yang sama ada 16 649 orang yang diambil sampelnya untuk pemeriksaan spesimen Dengan demikian pasien Covid 19 di Indonesia kini mencapai 165 887 orang Informasi tersebut sampaikan Satuan Tugas Penanganan Covid 19 melalui data Badan Nasional Penanggulangan Bencana BNPB yang dikutip Kompas com Jumat sore Berdasarkan catatan Kompas com rekor penambahan kasus dalam sehari terjadi kemarin Kamis 27 8 2020 dengan 2 719 orang Serta juga terjadi pada 9 Juli 2020 dengan 2 657 orang dengan total kasus 70 736 orang Meski jumlah kasus Covid 19 terus bertambah pemerintah menumbuhkan harapan dengan mengungkapkan semakin banyaknya pasien yang sembuh Pada periode yang sama diketahui bahwa ada penambahan 2 325 pasien Covid 19 yang sembuh dalam sehari,0,1,0.915,+no_signal_at_all,,,
HIGH (unexplained FP),tr12428,Kapolda Jatim Siapkan Personel Gabungan Wujudkan Aman dan Patuh Prokes,Sebanyak 16 789 personel gabungan dari Polri TNI dan instansi terkait disiagakan dalam Operasi Lilin Semeru 2020 Operasi tersebut disiagakan dalam rangka menyambut Natal dan Tahun Baru Nataru 2021 Adapun rincian personel gabungan itu yakni Polda Jatim sebanyak 8 823 personel TNI menerjunkan 1 863 personel Pemda 3 346 personel serta elemen masyarakat 2 757 personel Seluruh personel tersebut akan ditempatkan pada 1 607 pos pengamanan di sejumlah tempat strategis Dalam apel Operasi Lilin Semeru itu hadir Forkopimda yakni Gubernur Jatim Khofifah Indar Parawansa Pangdam V Brawijaya Mayjen TNI Suharyanto dan Kapolda Jawa Timur Irjen Pol Dr Nico Afinta Sedangkan apel tersebut digelar di lapangan Mapolda Jatim Kapolda Jatim Irjen Nico Afinta dalam sambutannya gelar apel ini bertujuan untuk pengecekan seluruh personel Ia juga mengimbau agar masyarakat tetap bisa berperan dalam menjaga protokol kesehatan di tengan pandemi COVID 19 Apel gelar pasukan operasi lilin semeru 2020 ini untuk pengecekan akhir pengamanan Nataru Selain itu diharapkan semua pihak termasuk masyarakat bisa berperan aktif mematuhi Prokes sehingga kesehatan kita semua tetap bisa dijaga dengan baik ujar Nico Senin 21 12 2020 Sementara itu Gubernur Jatim Khofifah Indar Parawansa menyebutkan apel Operasi Lilin 2020 diselenggarakan secara serentak Adapun gelar pasukan ini merupakan pengecekan terakhir yang dilakukan sebelum Nataru Ini pengecekan akhir gelar pasukan sebelum pengamanan libur Nataru dari unsur TNI Pemda dan Mitra kantibmas kata Khofifah Khofifah menambahkan pada perayaan Nataru pada 2021 potensi penyebaran COVID 19 akan besar Untuk itu ia mengimbau agar masyarakat tetap mematuhi protokol kesehatan Tentunya dengantetap menerapkan protokol kesehatan guna mencegah penyebaran COVID 19 sehingga masyarakat dapat merayakan Natal dan Tahun Baru dengan rasa aman dan nyaman tandas Khofifah Operasi Lilin Semeru 2020 akan dilaksanakan selama 15 hari sejak tanggal 21 Desember 2020 Dan akan berakhir pada tanggal 4 Januari 2021,0,1,0.794,+no_signal_at_all,,,
HIGH (unexplained FP),tr12609,Cerita Prof Abdul Suntikkan Vaksin Corona ke Jokowi Bapak Tak Merasa Sakit,Momen Prof dr Abdul Muthalib Wakil Ketua Tim Dokter Kepresidenan RI menyuntikkan vaksin corona Sinovac ke Presiden Joko Widodo menjadi sorotan Tayangan yang fokus menyorot lengan presiden yang akan disuntik memperlihatkan tangan sang dokter yang gemetar Getaran tersebut lumayan hebat apalagi ketika sang profesor sempat menjatuhkan kapas yang ia gunakan untuk membersihkan lengan sang Presiden dengan alkohol Namun itu adalah hal biasa karena manusia memang wajar mengalami gemetaran alias tremor Tremor adalah kondisi gerakan gemetar yang tidak bisa dikendalikan dan terjadi secara berulang tanpa disadari dan terjadi di satu atau beberapa bagian tubuh Tremor paling sering terjadi di bagian tangan Adapun pemicunya biasanya adalah lelah lapar kedinginan marah takut gugup atau sedang mengalami kondisi emosional lain Tremor juga sering terjadi pada orang lanjut usia karena ini adalah salah satu tanda penuaan alami Bisa jadi yang dialami oleh Abdul Muthalib adalah rasa gugup karena menyuntik vaksin orang nomor satu di Indonesia dan disaksikan masyarakat Meskipun begitu Abdul Muthalib mengatakan bahwa proses penyuntikan berjalan lancar Menyuntik orang pertama di Indonesia ada rasa gemetar juga Tapi masalah itu tak jadi halangan buat saya untuk menyuntikkannya kata Prof Muthalib Waktu menyuntikkannya tidak masalah pertamanya saja agak gemetaran Bapak tidak ada pendarahan sama sekali di bekas suntikannya ceritanya Di sisi lain Presiden Jokowi juga mengatakan dirinya tidak merasa sakit sama sekali ketika disuntik Enggak terasa sama sekali ujar Jokowi sambil tertawa,0,1,0.781,+no_signal_at_all,,,
HIGH (unexplained FP),tr12709,Satgas Minta Kunjungan ke Pantai di Anyer Dibatasi Sampai Pukul 18 00 WIB,Polisi sudah berkoordinasi dengan pengelola pantai di Anyer Banten untuk membatasi kunjungan wisatawan sampai pukul 18 00 WIB Aparat gabungan bakal berpatroli di sepanjang Pantai Anyer Kapolres Cilegon AKBP Sigit Haryono mengatakan bakal patroli sore hari mengimbau wisatawan agar berhenti berenang dan nongkrong di pinggir pantai tepat pukul 18 00 WIB Untuk pantai nanti jam 6 petang sudah harus bersih artinya kami imbau kepada pemilik pengelola pantai dibatasi kunjungannya Soalnya kalau sudah gelap itu kan kita ngawasinnya susah kata Sigit saat dimintai konfirmasi Kamis 31 12 2020 Pembatasan jam berlibur wisatawan di pantai mengingat pandemi COVID 19 belum berakhir Polisi menilai pembatasan itu bakal efektif mengurangi kerumunan massa di pantai Polres Cilegon menerjunkan personel di sepanjang pantai Anyer untuk mengamankan wisatawan yang berlibur Selain itu wisatawan yang berlibur wajib menerapkan protokol kesehatan Dalam pelaksanaan di Anyer kami melaksanakan pengecekan kemudian penerapan protokol kesehatan kemudian nanti kalau ada kerumunan kerumunan dilakukan pembubaran pembubaran kata dia Polres Cilegon menurunkan 213 personel untuk mengamankan libur tahun baru 2021 Sigit menegaskan warga yang berada di wilayah hukum Polres Cilegon tidak boleh merayakan malam tahun baru seperti pesta kembang api konser musik dan aktivitas yang membuat kerumunan massa Untuk pengamanannya kita dari Polres dibantu Polda dari Polres menurunkan 213 personel kemudian dibantu BKO Polda ujarnya,0,1,0.796,entity_substitution_missed,,,
HIGH (unexplained FP),tr12845,Kalimat Ini Membuat Warga Malang Dijerat UU ITE,Polisi menangkap warga Paciran Kabupaten Lamongan karena menyebarkan berita hoaks Tersangka adalah Abdul Cholik yang sudah berusia 52 tahun Identitas tersangka bisa terungkap dari penyelidikan polisi Tersangka ditangkap di kampung halamannya di Paciran Lamongan Pesan hoaks itu sendiri menyebar luas sejak 14 Desember 2020 lalu Berikut isi pesannya Pemberitahuan Buat Saudara2 smua Untk Bsok mulai Tgl 15 25 Desember jangan Berpergian Dlu ke Kota Malang Himbauan Bpk Kapolresta Malang Siapapun yg Bukan Orang Malang klo Ada yg Masuk Ke kota Akan Dikarantina selama 14 hri Krn Malang masuk Zona Hitam skrg 🤦♂️🤦♂️ Mohon disebarkan Ke Tetangga dn Saudara2 Anda atau Tmn2 terdekat Di grup Anda 🙏🏻🙏🏻 Kapolresta Malang Kota Kombes Pol Leonardus Simarmata menuturkan tersangka dianggap telah melakukan tindak pidana berkaitan tentang setiap orang dengan sengaja dan tanpa hak mendistribusikan dan atau mentransmisikan dan atau membuat dapat diaksesnya informasi elektronik dan atau dokumen elektronik yang memiliki muatan penghinaan dan atau pencemaran nama baik Tersangka dijerat Pasal 14 Undang Undang Republik Indonesia Nomor 1 Tahun 1946 tentang berita bohong subsider Pasal 45 ayat 3 Undang Undang Republik Indonesia Nomor 19 Tahun 2016 tentang perubahan atas Undang Undang Nomor 11 Tahun 2008 tentang informasi dan transaksi elektronik dengan ancaman hukuman 6 tahun penjara tegas Leonardus dalam konferensi pers di Mapolresta Senin 21 12 2020 Berita bohong tersebut disebarkan melalui akun facebook pribadi tersangka Amar Senengan Ku pada 16 Desember 2020 Berita bohong disebarkan lewat akun facebook milik tersangka pada 16 Desember 2020 lalu tandas Leonardus,0,1,0.505,entity_substitution_missed,,,
HIGH (unexplained FP),tr12882,Mensos Juliari Tersangka Korupsi KPK Minta Program Bansos COVID Dibenahi,Indonesia Corruption Watch ICW menilai pengungkapan perkara korupsi yang menjerat Menteri Sosial Mensos Juliari Batubara sebagai momentum pemerintah memperbaiki program bansos COVID 19 ICW meminta agar pemerintah memperbaiki Pengadaan Barang dan Jasa PBJ terkait penanganan COVID 19 Peneliti ICW Almas Sjafrina mengatakan sejak awal telah memetakan potensi masalah dalam program bansos COVID tersebut Masalah tersebut setidaknya terkait PBJ yang dilakukan dengan metode penunjukan langsung dan distribusinya Terkait bansos masalah distribusi misalnya adanya pemotongan pungutan liar inclusion dan exclusion error akibat pendataan yang tidak update hingga politisasi kata Almas kepada wartawan Senin 7 12 2020 Salah satu dorongan kami adalah dengan membuat PBJ direncanakan serta dikelola secara transparan misalnya menginformasikan perencanaan pengadaan di Sistem Informasi Rencana Umum Pengadaan SIRUP dan mempublikasikan realisasi pengadaan imbuh Almas Dengan begitu kata dia publik dapat mengawasi apakah pengadaan dilakukan dengan mematuhi ketentuan pengadaan atau tidak Menurutnya kondisi darurat pada dasarnya bukan alasan untuk kemudian menutup informasi dan melakukan pengadaan di ruang gelap Sebab menurutnya pengadaan darurat mempunyai potensi terjadinya korupsi kolusi dan nepotisme yang cukup tinggi Almas mengungkap setidaknya terdapat empat masalah utama terkait dengan PBJ di tengah COVID 19 Masalah pertama kata Almas pemetaan atau identifikasi kebutuhan yang tidak berdasarkan kebutuhan lapangan Kedua terkait soal proses penunjukan vendor Kedua terjadi jual beli penunjukan penyedia dan Surat Perintah Kerja SPK dari Pejabat Pembuat Komitmen PPK Hal ini mengakibatkan penunjukan penyedia tidak sesuai dengan ketentuan penunjukan penyedia dalam keadaan darurat yaitu penyedia yang telah berpengalaman atau pernah menyediakan barang sejenis di instansi pemerintah atau penyedia dalam e katalog Penunjukan penyedia kemudian didasarkan suap atau adanya konflik kepentingan yang membawa keuntungan baik untuk PPK maupun pejabat terkait jelasnya Ketiga terkait potensi penyedia yang ditunjuk oleh PPK hanya penyedia yang mempunyai modal dan kemudian melakukan sub con pekerjaan utama kepada pihak atau perusahaan lain Almas menilai hal itu bisa menimbulkan pemahalan harga tak wajar atau mark up Fenomena ini tak hanya potensial terjadi dalam pengadaan darurat melainkan telah umum terjadi dalam PBJ kondisi normal Keempat melakukan pelunasan pembayaran padahal penyedia belum menyelesaikan pekerjaan atau belum dilakukan pemeriksaan yang memadai terhadap hasil pekerjaan katanya ICW mendesak kasus itu diusut tuntas Simak selengkapnya di halaman berikutnya,0,1,0.55,entity_substitution_missed,,,
